select count(*) count, SID, json_group_array(distinct SoundFile) uniq_files, json_group_array(distinct Ex) uniq_exs, json_group_array(SoundFile) files, json_group_array(Ex) exs from examples group by SID having count > 1 order by count desc;
count	SID	uniq_files	uniq_exs	files	exs
2	34062	["x","htm_34062.wav"]	["ウ⸢レー　ンーナムニ⸣　カー⸢ニル⸣　ア⸢ズ　ピッ⸣チン　⸣キモー　⸢ナー⸣ヌ"]	["x","htm_34062.wav"]	["ウ⸢レー　ンーナムニ⸣　カー⸢ニル⸣　ア⸢ズ　ピッ⸣チン　⸣キモー　⸢ナー⸣ヌ","ウ⸢レー　ンーナムニ⸣　カー⸢ニル⸣　ア⸢ズ　ピッ⸣チン　⸣キモー　⸢ナー⸣ヌ"]
2	34051	["htm_34051.wav","x"]	["⸢ジーヤ⸣　ユミ⸢サムティ⸣　シザ　ヤ⸢ルバ⸣ティ　⸢シー　ンーナイバリ⸣カー⸢ニ　シー　ベー"]	["htm_34051.wav","x"]	["⸢ジーヤ⸣　ユミ⸢サムティ⸣　シザ　ヤ⸢ルバ⸣ティ　⸢シー　ンーナイバリ⸣カー⸢ニ　シー　ベー","⸢ジーヤ⸣　ユミ⸢サムティ⸣　シザ　ヤ⸢ルバ⸣ティ　⸢シー　ンーナイバリ⸣カー⸢ニ　シー　ベー"]
2	34024	["x","htm_34024.wav"]	["プ⸢スヌ⸣　ブ⸢ラーン　ヤシキ⸣バ　ム⸢カ⸣シプソー　⸢ンーナカク⸣ティ　ア⸢ゾーッ⸣タ"]	["x","htm_34024.wav"]	["プ⸢スヌ⸣　ブ⸢ラーン　ヤシキ⸣バ　ム⸢カ⸣シプソー　⸢ンーナカク⸣ティ　ア⸢ゾーッ⸣タ","プ⸢スヌ⸣　ブ⸢ラーン　ヤシキ⸣バ　ム⸢カ⸣シプソー　⸢ンーナカク⸣ティ　ア⸢ゾーッ⸣タ"]
2	34022	["htm_34022.wav","x"]	["⸣シンタヌ　⸢ンーナカク⸣ナー　⸣バサ　イ⸢ビ⸣　シケー"]	["htm_34022.wav","x"]	["⸣シンタヌ　⸢ンーナカク⸣ナー　⸣バサ　イ⸢ビ⸣　シケー","⸣シンタヌ　⸢ンーナカク⸣ナー　⸣バサ　イ⸢ビ⸣　シケー"]
2	33969	["x","htm_33969.wav"]	["⸣ンダ　ク⸢レー⸣　バーン　ッ⸢ふィーリ"]	["x","htm_33969.wav"]	["⸣ンダ　ク⸢レー⸣　バーン　ッ⸢ふィーリ","⸣ンダ　ク⸢レー⸣　バーン　ッ⸢ふィーリ"]
2	33968	["x","htm_33968.wav"]	["⸣ンダー　⸢バー⸣　ムノー　⸣ヌーヤ"]	["x","htm_33968.wav"]	["⸣ンダー　⸢バー⸣　ムノー　⸣ヌーヤ","⸣ンダー　⸢バー⸣　ムノー　⸣ヌーヤ"]
2	33809	["x","htm_33809.wav"]	["パ⸢トゥ⸣マー　⸢カンダカー⸣ティ　⸢ンー⸣マー　シゥ⸢カナーラン⸣ツォー"]	["x","htm_33809.wav"]	["パ⸢トゥ⸣マー　⸢カンダカー⸣ティ　⸢ンー⸣マー　シゥ⸢カナーラン⸣ツォー","パ⸢トゥ⸣マー　⸢カンダカー⸣ティ　⸢ンー⸣マー　シゥ⸢カナーラン⸣ツォー"]
2	33806	["x","htm_33806.wav"]	["⸢ンー⸣バ⸢ユー⸣　ウ⸢リトー⸣　マー⸢ズンマー⸣　シ⸢グトー⸣　ナ⸢ラ⸣ヌ⸢ユー"]	["x","htm_33806.wav"]	["⸢ンー⸣バ⸢ユー⸣　ウ⸢リトー⸣　マー⸢ズンマー⸣　シ⸢グトー⸣　ナ⸢ラ⸣ヌ⸢ユー","⸢ンー⸣バ⸢ユー⸣　ウ⸢リトー⸣　マー⸢ズンマー⸣　シ⸢グトー⸣　ナ⸢ラ⸣ヌ⸢ユー"]
2	33802	["x","htm_33802.wav"]	["ビ⸢キドゥムヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　⸢ンーニ⸣　ク⸢ガラシ　ベー"]	["x","htm_33802.wav"]	["ビ⸢キドゥムヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　⸢ンーニ⸣　ク⸢ガラシ　ベー","ビ⸢キドゥムヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　⸢ンーニ⸣　ク⸢ガラシ　ベー"]
2	33801	["x","htm_33801.wav"]	["⸢ンーニヌ⸣　サ⸢キ⸣ルンケン　ッ⸢ふァヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　ナ⸢キ　ベー"]	["x","htm_33801.wav"]	["⸢ンーニヌ⸣　サ⸢キ⸣ルンケン　ッ⸢ふァヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　ナ⸢キ　ベー","⸢ンーニヌ⸣　サ⸢キ⸣ルンケン　ッ⸢ふァヌ⸣　ク⸢トゥ⸣バ　⸣ウムイ　ナ⸢キ　ベー"]
2	33799	["x","htm_33799.wav"]	["ク⸢ルビティ　ンーニバ⸣　ウティティ　ヤ⸢カタ⸣ブニ　⸣ブリ　⸣シケー"]	["x","htm_33799.wav"]	["ク⸢ルビティ　ンーニバ⸣　ウティティ　ヤ⸢カタ⸣ブニ　⸣ブリ　⸣シケー","ク⸢ルビティ　ンーニバ⸣　ウティティ　ヤ⸢カタ⸣ブニ　⸣ブリ　⸣シケー"]
2	33732	["x","htm_33732.wav"]	["ウ⸢ヌ⸣　プ⸢ソー　デージ⸣ヌ　ワザムチ⸢ダー"]	["x","htm_33732.wav"]	["ウ⸢ヌ⸣　プ⸢ソー　デージ⸣ヌ　ワザムチ⸢ダー","ウ⸢ヌ⸣　プ⸢ソー　デージ⸣ヌ　ワザムチ⸢ダー"]
2	33728	["x","htm_33728.wav"]	["プ⸢ス⸣　ワ⸢ザ⸣ク　ス⸢ナ⸠ツォー"]	["x","htm_33728.wav"]	["プ⸢ス⸣　ワ⸢ザ⸣ク　ス⸢ナ⸠ツォー","プ⸢ス⸣　ワ⸢ザ⸣ク　ス⸢ナ⸠ツォー"]
2	33621	["htm_33621.wav"]	["⸣ランプヌ　⸢トゥー⸣ジン","⸣ランプヌ　フ⸢ヤ"]	["htm_33621.wav","htm_33621.wav"]	["⸣ランプヌ　⸢トゥー⸣ジン","⸣ランプヌ　フ⸢ヤ"]
2	33435	["x","htm_33435.wav"]	["ヤ⸢ラ⸣ビンケーヤ　ミ⸢ナ⸣カナー　⸢ヨイ⸣サー　⸣クイ　ア⸢サビベー"]	["x","htm_33435.wav"]	["ヤ⸢ラ⸣ビンケーヤ　ミ⸢ナ⸣カナー　⸢ヨイ⸣サー　⸣クイ　ア⸢サビベー","ヤ⸢ラ⸣ビンケーヤ　ミ⸢ナ⸣カナー　⸢ヨイ⸣サー　⸣クイ　ア⸢サビベー"]
2	33165	["x","htm_33165.wav"]	["ヤ⸢ク⸣バーラ　ユ⸢リー⸣ヌ　ウ⸢リラン⸣カー　ク⸢ヌ⸣　シ⸢グトー⸣　パ⸢ジミララヌ"]	["x","htm_33165.wav"]	["ヤ⸢ク⸣バーラ　ユ⸢リー⸣ヌ　ウ⸢リラン⸣カー　ク⸢ヌ⸣　シ⸢グトー⸣　パ⸢ジミララヌ","ヤ⸢ク⸣バーラ　ユ⸢リー⸣ヌ　ウ⸢リラン⸣カー　ク⸢ヌ⸣　シ⸢グトー⸣　パ⸢ジミララヌ"]
2	33000	["htm_33000.wav","x"]	["⸢パー⸣ク　⸢ユージ⸣バ"]	["htm_33000.wav","x"]	["⸢パー⸣ク　⸢ユージ⸣バ","⸢パー⸣ク　⸢ユージ⸣バ"]
2	32999	["htm_32999.wav","x"]	["⸢マー⸣ビン　⸢ユージェー⸣　ミサムヌ"]	["htm_32999.wav","x"]	["⸢マー⸣ビン　⸢ユージェー⸣　ミサムヌ","⸢マー⸣ビン　⸢ユージェー⸣　ミサムヌ"]
2	32998	["htm_32998.wav","x"]	["ン⸢メーマ　ヤラバン　ユーズ⸣　クトー　ナ⸢ラ⸣ヌ"]	["htm_32998.wav","x"]	["ン⸢メーマ　ヤラバン　ユーズ⸣　クトー　ナ⸢ラ⸣ヌ","ン⸢メーマ　ヤラバン　ユーズ⸣　クトー　ナ⸢ラ⸣ヌ"]
2	32997	["htm_32997.wav","x"]	["ク⸢マー　ユージ⸣　クー⸢ツォー"]	["htm_32997.wav","x"]	["ク⸢マー　ユージ⸣　クー⸢ツォー","ク⸢マー　ユージ⸣　クー⸢ツォー"]
2	32996	["htm_32996.wav","x"]	["⸢ワーン⸣　トン　⸢ユーズンティ⸣　ウ⸢ムーン⸣ドゥ　⸢ユーザラヌ"]	["htm_32996.wav","x"]	["⸢ワーン⸣　トン　⸢ユーズンティ⸣　ウ⸢ムーン⸣ドゥ　⸢ユーザラヌ","⸢ワーン⸣　トン　⸢ユーズンティ⸣　ウ⸢ムーン⸣ドゥ　⸢ユーザラヌ"]
2	32911	["htm_32911.wav","x"]	["ウ⸢ブヤー⸣ヌ　⸢ユーシヌヌ⸣　パラー　⸢キャーンギ⸣　シゥ⸢カイ⸣バ"]	["htm_32911.wav","x"]	["ウ⸢ブヤー⸣ヌ　⸢ユーシヌヌ⸣　パラー　⸢キャーンギ⸣　シゥ⸢カイ⸣バ","ウ⸢ブヤー⸣ヌ　⸢ユーシヌヌ⸣　パラー　⸢キャーンギ⸣　シゥ⸢カイ⸣バ"]
2	32739	["htm_32739.wav","x"]	["ヤ⸢ラ⸣ブザケー　ナ⸢ミヌ⸣　ア⸢ラー⸣ンティ⸢ダー"]	["htm_32739.wav","x"]	["ヤ⸢ラ⸣ブザケー　ナ⸢ミヌ⸣　ア⸢ラー⸣ンティ⸢ダー","ヤ⸢ラ⸣ブザケー　ナ⸢ミヌ⸣　ア⸢ラー⸣ンティ⸢ダー"]
2	32685	["x","htm_32685.wav"]	["ヤ⸢ラボー　ヤー⸣ヌ　カ⸢ク⸣ナー　イ⸢ビルナ⸣ティル　ナ⸢ラー⸣ソーッタ"]	["x","htm_32685.wav"]	["ヤ⸢ラボー　ヤー⸣ヌ　カ⸢ク⸣ナー　イ⸢ビルナ⸣ティル　ナ⸢ラー⸣ソーッタ","ヤ⸢ラボー　ヤー⸣ヌ　カ⸢ク⸣ナー　イ⸢ビルナ⸣ティル　ナ⸢ラー⸣ソーッタ"]
2	32652	["htm_32652.wav","x"]	["ヤ⸢マヌキ⸣ロー　ヤ⸢マー　ペー⸣ル　⸣マイナー　ヤ⸢シ⸣ルシ　⸣パー　タ⸢ティ⸣シタ"]	["htm_32652.wav","x"]	["ヤ⸢マヌキ⸣ロー　ヤ⸢マー　ペー⸣ル　⸣マイナー　ヤ⸢シ⸣ルシ　⸣パー　タ⸢ティ⸣シタ","ヤ⸢マヌキ⸣ロー　ヤ⸢マー　ペー⸣ル　⸣マイナー　ヤ⸢シ⸣ルシ　⸣パー　タ⸢ティ⸣シタ"]
2	32548	["htm_32548.wav","x"]	["マ⸢リドゥシェー⸣　ヤフティ　ア⸢ザリブンダ⸣　ミス⸢コー　ミスコー⸣シ　⸢シェー⸣ティ　ア⸢ラ⸣キ(⸢アー⸣キ)"]	["htm_32548.wav","x"]	["マ⸢リドゥシェー⸣　ヤフティ　ア⸢ザリブンダ⸣　ミス⸢コー　ミスコー⸣シ　⸢シェー⸣ティ　ア⸢ラ⸣キ(⸢アー⸣キ)","マ⸢リドゥシェー⸣　ヤフティ　ア⸢ザリブンダ⸣　ミス⸢コー　ミスコー⸣シ　⸢シェー⸣ティ　ア⸢ラ⸣キ(⸢アー⸣キ)"]
2	32521	["x","htm_32521.wav"]	["⸢クシケー⸣ナーン　ア⸢ザテー⸣ナーン　ク⸢メー⸣ナーン　⸣ヤマザー　⸢オーッ⸣タン⸢ナー"]	["x","htm_32521.wav"]	["⸢クシケー⸣ナーン　ア⸢ザテー⸣ナーン　ク⸢メー⸣ナーン　⸣ヤマザー　⸢オーッ⸣タン⸢ナー","⸢クシケー⸣ナーン　ア⸢ザテー⸣ナーン　ク⸢メー⸣ナーン　⸣ヤマザー　⸢オーッ⸣タン⸢ナー"]
2	32519	["x","htm_32519.wav"]	["ヤ⸢フ⸣ドゥシ　ア⸢タル⸣　ピンマー　⸣ユー　チ⸢チシメー⸣ティ　⸢アー⸣キ⸢ヨー"]	["x","htm_32519.wav"]	["ヤ⸢フ⸣ドゥシ　ア⸢タル⸣　ピンマー　⸣ユー　チ⸢チシメー⸣ティ　⸢アー⸣キ⸢ヨー","ヤ⸢フ⸣ドゥシ　ア⸢タル⸣　ピンマー　⸣ユー　チ⸢チシメー⸣ティ　⸢アー⸣キ⸢ヨー"]
2	32188	["x","htm_32188.wav"]	["⸣ヌンティ　⸣アイニ　ヤ⸢ドゥ⸣フジ　⸢シー⸣　シケーワ　⸣ヤドゥ　ア⸢キリ"]	["x","htm_32188.wav"]	["⸣ヌンティ　⸣アイニ　ヤ⸢ドゥ⸣フジ　⸢シー⸣　シケーワ　⸣ヤドゥ　ア⸢キリ","⸣ヌンティ　⸣アイニ　ヤ⸢ドゥ⸣フジ　⸢シー⸣　シケーワ　⸣ヤドゥ　ア⸢キリ"]
2	32042	["htm_32042.wav","x"]	["ム⸢ミガラ⸣　ア⸢ツァ⸣ミティ　⸢モーシ"]	["htm_32042.wav","x"]	["ム⸢ミガラ⸣　ア⸢ツァ⸣ミティ　⸢モーシ","ム⸢ミガラ⸣　ア⸢ツァ⸣ミティ　⸢モーシ"]
2	32040	["htm_32040.wav","x"]	["⸢マイ　アーシティ⸣　ム⸢ミ⸣　ニ⸢ブ⸣クナー　⸣プシバ"]	["htm_32040.wav","x"]	["⸢マイ　アーシティ⸣　ム⸢ミ⸣　ニ⸢ブ⸣クナー　⸣プシバ","⸢マイ　アーシティ⸣　ム⸢ミ⸣　ニ⸢ブ⸣クナー　⸣プシバ"]
2	31995	["x","htm_31995.wav"]	["⸢メー⸣ケーヌ　イ⸢チバンザー⸣ヌ　⸢アンタナー⸣ル　ミ⸢ルコー⸣　カ⸢キン⸣グ　⸢シー⸣　ス⸢コー⸣レータ"]	["x","htm_31995.wav"]	["⸢メー⸣ケーヌ　イ⸢チバンザー⸣ヌ　⸢アンタナー⸣ル　ミ⸢ルコー⸣　カ⸢キン⸣グ　⸢シー⸣　ス⸢コー⸣レータ","⸢メー⸣ケーヌ　イ⸢チバンザー⸣ヌ　⸢アンタナー⸣ル　ミ⸢ルコー⸣　カ⸢キン⸣グ　⸢シー⸣　ス⸢コー⸣レータ"]
2	31979	["x","htm_31979.wav"]	["⸣ウナー　⸣ヤー　ス⸢クラ⸣リ　⸣ブカラヌ　⸢メー⸣ヌ　⸣アンカヤー"]	["x","htm_31979.wav"]	["⸣ウナー　⸣ヤー　ス⸢クラ⸣リ　⸣ブカラヌ　⸢メー⸣ヌ　⸣アンカヤー","⸣ウナー　⸣ヤー　ス⸢クラ⸣リ　⸣ブカラヌ　⸢メー⸣ヌ　⸣アンカヤー"]
2	31809	["htm_31809.wav","x"]	["⸢ヤン⸣ヌ　⸣アトー　ム⸢ヌミーザ⸣ヌ　⸣ムヌ　ッ⸢ふァーラヌ"]	["htm_31809.wav","x"]	["⸢ヤン⸣ヌ　⸣アトー　ム⸢ヌミーザ⸣ヌ　⸣ムヌ　ッ⸢ふァーラヌ","⸢ヤン⸣ヌ　⸣アトー　ム⸢ヌミーザ⸣ヌ　⸣ムヌ　ッ⸢ふァーラヌ"]
2	31624	["x","htm_31624.wav"]	["チ⸢カ⸣グロー　ム⸢トゥザリ　スー⸣　マ⸢チ⸣ヌ　⸢ゴー⸣ラー　⸣ナリ　⸣キー　⸢ブーバン⸠ナー"]	["x","htm_31624.wav"]	["チ⸢カ⸣グロー　ム⸢トゥザリ　スー⸣　マ⸢チ⸣ヌ　⸢ゴー⸣ラー　⸣ナリ　⸣キー　⸢ブーバン⸠ナー","チ⸢カ⸣グロー　ム⸢トゥザリ　スー⸣　マ⸢チ⸣ヌ　⸢ゴー⸣ラー　⸣ナリ　⸣キー　⸢ブーバン⸠ナー"]
2	31517	["x","htm_31517.wav"]	["パ⸢トゥ⸣マナーン　ム⸢チヌーリプソー　オーッ⸣タン"]	["x","htm_31517.wav"]	["パ⸢トゥ⸣マナーン　ム⸢チヌーリプソー　オーッ⸣タン","パ⸢トゥ⸣マナーン　ム⸢チヌーリプソー　オーッ⸣タン"]
2	31511	["x","htm_31511.wav"]	["⸣ドゥーシ　ム⸢チナ⸣シバ"]	["x","htm_31511.wav"]	["⸣ドゥーシ　ム⸢チナ⸣シバ","⸣ドゥーシ　ム⸢チナ⸣シバ"]
2	31510	["x","htm_31510.wav"]	["⸢パー⸣ク　ム⸢チナ⸣シェー　⸣ミサムヌ"]	["x","htm_31510.wav"]	["⸢パー⸣ク　ム⸢チナ⸣シェー　⸣ミサムヌ","⸢パー⸣ク　ム⸢チナ⸣シェー　⸣ミサムヌ"]
2	31509	["x","htm_31509.wav"]	["ム⸢チナ⸣シ　⸣ミサカー　⸢タンガ⸣シン　ム⸢チナ⸣ス　⸣クトー　⸣ナルン"]	["x","htm_31509.wav"]	["ム⸢チナ⸣シ　⸣ミサカー　⸢タンガ⸣シン　ム⸢チナ⸣ス　⸣クトー　⸣ナルン","ム⸢チナ⸣シ　⸣ミサカー　⸢タンガ⸣シン　ム⸢チナ⸣ス　⸣クトー　⸣ナルン"]
2	31508	["x","htm_31508.wav"]	["⸢タン⸣シ　ム⸢チナ⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　ム⸢チナサラヌ"]	["x","htm_31508.wav"]	["⸢タン⸣シ　ム⸢チナ⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　ム⸢チナサラヌ","⸢タン⸣シ　ム⸢チナ⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　ム⸢チナサラヌ"]
2	31493	["x","htm_31493.wav"]	["ム⸢チマイ⸣シル　ム⸢チェー⸣　ス⸢ク⸣ルンダ　ム⸢チマイユン⸣　イ⸢バン⸣カー　ナ⸢ラ⸣ヌ"]	["x","htm_31493.wav"]	["ム⸢チマイ⸣シル　ム⸢チェー⸣　ス⸢ク⸣ルンダ　ム⸢チマイユン⸣　イ⸢バン⸣カー　ナ⸢ラ⸣ヌ","ム⸢チマイ⸣シル　ム⸢チェー⸣　ス⸢ク⸣ルンダ　ム⸢チマイユン⸣　イ⸢バン⸣カー　ナ⸢ラ⸣ヌ"]
2	31387	["x","htm_31387.wav"]	["タ⸢ム⸣ヌ　プ⸢サイン⸣　ヤ⸢マー　ペーッ⸣タ　⸣クトー　⸣ムッコーン　ッ⸢ふァーリティ⸣　パ⸢ダビューワ⸣ヌ　ナ⸢ラ⸣ヌ"]	["x","htm_31387.wav"]	["タ⸢ム⸣ヌ　プ⸢サイン⸣　ヤ⸢マー　ペーッ⸣タ　⸣クトー　⸣ムッコーン　ッ⸢ふァーリティ⸣　パ⸢ダビューワ⸣ヌ　ナ⸢ラ⸣ヌ","タ⸢ム⸣ヌ　プ⸢サイン⸣　ヤ⸢マー　ペーッ⸣タ　⸣クトー　⸣ムッコーン　ッ⸢ふァーリティ⸣　パ⸢ダビューワ⸣ヌ　ナ⸢ラ⸣ヌ"]
2	31114	["htm_31114.wav","x"]	["⸣ミーナ　ミ⸢ツム⸣ヌ　⸢ペー⸣リティ　ヤ⸢ミ⸣シバ　⸣ミー　パ⸢タッキティ⸣　イキ　フ⸢キ⸣カキティ　⸣トゥリ　ッ⸢ふォー⸣リ"]	["htm_31114.wav","x"]	["⸣ミーナ　ミ⸢ツム⸣ヌ　⸢ペー⸣リティ　ヤ⸢ミ⸣シバ　⸣ミー　パ⸢タッキティ⸣　イキ　フ⸢キ⸣カキティ　⸣トゥリ　ッ⸢ふォー⸣リ","⸣ミーナ　ミ⸢ツム⸣ヌ　⸢ペー⸣リティ　ヤ⸢ミ⸣シバ　⸣ミー　パ⸢タッキティ⸣　イキ　フ⸢キ⸣カキティ　⸣トゥリ　ッ⸢ふォー⸣リ"]
2	31045	["x","htm_31045.wav"]	["⸢ワッ⸣テトゥ　⸢バン⸣テヌ　⸢アイナ⸣カナー　ミ⸢チェーマ⸣ヌ　⸢アッ⸣タン"]	["x","htm_31045.wav"]	["⸢ワッ⸣テトゥ　⸢バン⸣テヌ　⸢アイナ⸣カナー　ミ⸢チェーマ⸣ヌ　⸢アッ⸣タン","⸢ワッ⸣テトゥ　⸢バン⸣テヌ　⸢アイナ⸣カナー　ミ⸢チェーマ⸣ヌ　⸢アッ⸣タン"]
2	30993	["htm_30993.wav","x"]	["⸢バン⸣ヌン　ミ⸢シ⸣リ"]	["htm_30993.wav","x"]	["⸢バン⸣ヌン　ミ⸢シ⸣リ","⸢バン⸣ヌン　ミ⸢シ⸣リ"]
2	30991	["htm_30991.wav","x"]	["⸣ミシミサカー　ミ⸢シ⸣ル　⸣クトー　⸣ナルン"]	["htm_30991.wav","x"]	["⸣ミシミサカー　ミ⸢シ⸣ル　⸣クトー　⸣ナルン","⸣ミシミサカー　ミ⸢シ⸣ル　⸣クトー　⸣ナルン"]
2	30990	["htm_30990.wav","x"]	["カ⸢ク⸣シシケール　ム⸢ヌ⸣バ　プ⸢スン⸣　ミ⸢シ⸣ルンティ　⸢アー⸣キ　イ⸢ザリティ⸣　ミ⸢シララン⸣シェン"]	["htm_30990.wav","x"]	["カ⸢ク⸣シシケール　ム⸢ヌ⸣バ　プ⸢スン⸣　ミ⸢シ⸣ルンティ　⸢アー⸣キ　イ⸢ザリティ⸣　ミ⸢シララン⸣シェン","カ⸢ク⸣シシケール　ム⸢ヌ⸣バ　プ⸢スン⸣　ミ⸢シ⸣ルンティ　⸢アー⸣キ　イ⸢ザリティ⸣　ミ⸢シララン⸣シェン"]
2	30984	["x","htm_30984.wav"]	["マ⸢カ⸣ルドンゴー　ア⸢ラシティティ⸣　ミ⸢ジン⸣ダナナ　ウ⸢スンフカシ⸣　シ⸢キ⸣リバ"]	["x","htm_30984.wav"]	["マ⸢カ⸣ルドンゴー　ア⸢ラシティティ⸣　ミ⸢ジン⸣ダナナ　ウ⸢スンフカシ⸣　シ⸢キ⸣リバ","マ⸢カ⸣ルドンゴー　ア⸢ラシティティ⸣　ミ⸢ジン⸣ダナナ　ウ⸢スンフカシ⸣　シ⸢キ⸣リバ"]
2	30954	["x","htm_30954.wav"]	["ミ⸢ジクムル⸣ナー　ミ⸢ジヌッふァ⸣ヌ　⸢イッ⸣パイ　⸣シディ　⸢ベー"]	["x","htm_30954.wav"]	["ミ⸢ジクムル⸣ナー　ミ⸢ジヌッふァ⸣ヌ　⸢イッ⸣パイ　⸣シディ　⸢ベー","ミ⸢ジクムル⸣ナー　ミ⸢ジヌッふァ⸣ヌ　⸢イッ⸣パイ　⸣シディ　⸢ベー"]
2	30837	["x","htm_30837.wav"]	["ッ⸢ふ⸣ムノー　ムー⸢ル　ミームヌトゥ⸣　トゥ⸢リカイ⸣リバ⸢ヨー"]	["x","htm_30837.wav"]	["ッ⸢ふ⸣ムノー　ムー⸢ル　ミームヌトゥ⸣　トゥ⸢リカイ⸣リバ⸢ヨー","ッ⸢ふ⸣ムノー　ムー⸢ル　ミームヌトゥ⸣　トゥ⸢リカイ⸣リバ⸢ヨー"]
2	30773	["x","htm_30773.wav"]	["ウ⸢ヤ⸣ヌ　⸢ミー⸣フチェー　イッ⸢カ　バシキララヌ"]	["x","htm_30773.wav"]	["ウ⸢ヤ⸣ヌ　⸢ミー⸣フチェー　イッ⸢カ　バシキララヌ","ウ⸢ヤ⸣ヌ　⸢ミー⸣フチェー　イッ⸢カ　バシキララヌ"]
2	30707	["x","htm_30707.wav"]	["⸢ミー⸣ミナーラン　ビ⸢キミナル⸣　タ⸢カ⸣ー　⸢カーサリタ"]	["x","htm_30707.wav"]	["⸢ミー⸣ミナーラン　ビ⸢キミナル⸣　タ⸢カ⸣ー　⸢カーサリタ","⸢ミー⸣ミナーラン　ビ⸢キミナル⸣　タ⸢カ⸣ー　⸢カーサリタ"]
2	30704	["x","htm_30704.wav"]	["⸢ミーマジ⸣ヌ　⸢ブー⸣　パ⸢タキ⸣ヌ　⸢ジー⸣ヤ　フ⸢キ⸣ジー　ヤ⸢ルンダ　ウン⸣マー　⸢ミールン⸣ダー"]	["x","htm_30704.wav"]	["⸢ミーマジ⸣ヌ　⸢ブー⸣　パ⸢タキ⸣ヌ　⸢ジー⸣ヤ　フ⸢キ⸣ジー　ヤ⸢ルンダ　ウン⸣マー　⸢ミールン⸣ダー","⸢ミーマジ⸣ヌ　⸢ブー⸣　パ⸢タキ⸣ヌ　⸢ジー⸣ヤ　フ⸢キ⸣ジー　ヤ⸢ルンダ　ウン⸣マー　⸢ミールン⸣ダー"]
2	30605	["htm_30605.wav","x"]	["ウ⸢レー　ミーティナ⸣ティ　シ⸢チギョー　シェー⸣ン"]	["htm_30605.wav","x"]	["ウ⸢レー　ミーティナ⸣ティ　シ⸢チギョー　シェー⸣ン","ウ⸢レー　ミーティナ⸣ティ　シ⸢チギョー　シェー⸣ン"]
2	30604	["htm_30604.wav","x"]	["⸢ウンラー⸣　メー　⸢ミーティ⸣　ナ⸢リ⸣スバン"]	["htm_30604.wav","x"]	["⸢ウンラー⸣　メー　⸢ミーティ⸣　ナ⸢リ⸣スバン","⸢ウンラー⸣　メー　⸢ミーティ⸣　ナ⸢リ⸣スバン"]
2	30603	["htm_30603.wav","x"]	["⸢マー　ミー⸣ティ　⸢スー⸣カー　⸢ガッ⸣コー　ン⸢ジ⸣ルン"]	["htm_30603.wav","x"]	["⸢マー　ミー⸣ティ　⸢スー⸣カー　⸢ガッ⸣コー　ン⸢ジ⸣ルン","⸢マー　ミー⸣ティ　⸢スー⸣カー　⸢ガッ⸣コー　ン⸢ジ⸣ルン"]
2	30541	["x","htm_30541.wav"]	["イ⸢ノンヌ⸣　トゥ⸢ビ⸣　クーカー　⸣ミー　ッ⸢サールン"]	["x","htm_30541.wav"]	["イ⸢ノンヌ⸣　トゥ⸢ビ⸣　クーカー　⸣ミー　ッ⸢サールン","イ⸢ノンヌ⸣　トゥ⸢ビ⸣　クーカー　⸣ミー　ッ⸢サールン"]
2	30537	["x","htm_30537.wav"]	["⸣ゾーナーティ　⸢フー⸣カラジナバ　⸢ミーソーガキ⸣　シ⸢ティル⸣　フ⸢ニ⸣ヌ　⸢アン⸣カージナン　⸢ロッ⸣プン　ス⸢ク⸣ルタ⸢ダー"]	["x","htm_30537.wav"]	["⸣ゾーナーティ　⸢フー⸣カラジナバ　⸢ミーソーガキ⸣　シ⸢ティル⸣　フ⸢ニ⸣ヌ　⸢アン⸣カージナン　⸢ロッ⸣プン　ス⸢ク⸣ルタ⸢ダー","⸣ゾーナーティ　⸢フー⸣カラジナバ　⸢ミーソーガキ⸣　シ⸢ティル⸣　フ⸢ニ⸣ヌ　⸢アン⸣カージナン　⸢ロッ⸣プン　ス⸢ク⸣ルタ⸢ダー"]
2	30342	["x","htm_30342.wav"]	["カ⸢ク⸣シユクシ　⸢サンドー⸣シ　マン⸢カーマ⸣　アジ　ッ⸢サリ⸣バ"]	["x","htm_30342.wav"]	["カ⸢ク⸣シユクシ　⸢サンドー⸣シ　マン⸢カーマ⸣　アジ　ッ⸢サリ⸣バ","カ⸢ク⸣シユクシ　⸢サンドー⸣シ　マン⸢カーマ⸣　アジ　ッ⸢サリ⸣バ"]
